"Dtcp approved plot sale in jemi ethiraj nagar
Phase ii at mappedu junction 
( 5years maintenance & gated community )
Empee distillery to arakkonam high way
Near by delphi tvs,Dcm hyundai
Towards mappedu junction
Immediate construction
 Near by school and colleges
3km from proposed green field international airport
Per sqft rs.450/- ( Rate negotiable ) 
Contact:Thamilarasi ,
Mail-Victoriyathamil gmail.Com."
"Decent flat with all ultra-Modern amenities and facilities like landscaping, Parking, Club house etc"
"Corner flat, 2 bed rooms, 1 drawing dinning, Kitchen, 2 toilets, 2 balconies, Covered parking"
"1.  Project is  surrounded by  high-Rise apartments  of well trusted builders and developers.(Jaypee, Gaur, Supertech and so on...)
2.    Surrounded by operational institutes and universities like galgotias, Gautam buddh university, Noida international university
3.    30 ft. And 20 ft. Wide street road inside the project.
4.    120 fts. Wide govt. Approved road in front of the site. ( Ganga expressway) work in progress 
5.    Gautam buddha international circuit f-1 track only 2 km from  site.
6.    On payment registry and mutation.
7.  Site beside the supertech upcountry project , Nri city .
8.  Plot sizes available at 75,100,150,200,300, Sqyds plots.
9.  Ready to move plots.
10.  Development  (Sewerage, Dual side gated  entry, Roads, Electrification, Greenery, Water, Boundary, Park and fencing of the complete project) given by builder.
11.  Effective and valuable environment all around the site(Night safari, F-1 track , Shopping malls, International school, International university, Hospital, Banks, Yamuna expressway connectivity).
12.  Greater noida is ranked 2nd all across india for the residential as well as for the investment part.
13.  Status of land mentioned in registry-Residential land."
"2 br 2 bath dd newly built marble flooring complete woodwork near metro rent.16k cont. Raman verma"
"Samadhan social welfare society, Located in the   p-2 zone (North delhi).  The site is located 10 minutes from madhuban chowk,The cp drive is 20 minute from the site.
Own a home in delhi starting from 25 lacs for a 2 bedroom unit to 57 lacs for a 4 bedroom plus servant quarters, Current rates in delhi's p-2 zone are lower than noida extension, Noida expressway and greater noida, Only 2700 per sq. Feet for a limited time only.

Features of p-2 zone

1-Three major expressway coming
2-Metro proposed
3-Number of medical colleges
4-80% loan available
5-Situated in heart of delhi
6-Well planned area
7-Airport connectivity
8-Free hold property"
"Itz a newly construction building...Near too metro station with loan facuilty"
"River heights status is one of the residential project of land craft developers pvt. Ltd. At nh-58, Raj nagar extension, Ghaziabad. It offers 1/2/3 bhk apartments with size differing from 595 sq. Ft. To 1295 sq. Ft. It is barely 2.3 km from meerut road and 1.5 km from hindon river.
River heights is a group housing project designed for buyers looking for value buys. It is a vibrant neighborhood, Abuzz with life. Slated to emerge as a hub for commercial and cultural activities, The project offers easy accessibility to multiplexes, Malls, Workplaces and other amenities without compromising on luxury and serenity.
Ready to move resale 2bhk flats call us
2 bhk + 2 t976 sq. Ft.         Rs.29,30,624/-
2 bhk + 2 t1020 sq. Ft.Rs.30,98,715/-
2 bhk + 2 t1115 sq. Ft.Rs.32,26,635/-
Amenities in land craft river heights
Swimming poolplay area24hr backupsecurityclub houserain water harvesting"
"650 sq-Ft double storie house in viram khand, Gomti nagar
South facing
Ground floor - Two room set and open space in front & back
First floor - One room set, Covered lobby and balcony"
"Fully residential please
Just 1.8 km distance from omr road.
Just 3.5 km distance from kelambakkam bus stand.
Water level 25 ft depth.
Clear documents"
"Sriperumbathur sorrounding madhuramangalam sri brindhavanam nagar is 54 acres.Its near by kanjipuram and sriperumbathur.Bus facility,Near green field airport,Ground water,Electricity facility,Water tank facility,24 hrs security.Sqft rs 250 to 500 rs."
"3+1bhk builder floor on rent in prime location of yojna vihar  32000.
(Contact for rent & sale in all vihar )"
"Urgent sale - 2bhk+ study, Amrapali silicon city, Sector-76, Noida 
2bhk+study is available in amrapali silicon city
Tower-U
Floor : 9th floor
Login 3200/-All inc
Loan-No loan.(Self property)
Transfer charges extra (200sqft)
Sale on urgent basis.
Amrapali silicon city is brand name projects of amrapali groups is located at noida sector- 76 offers 2bhk+study apartments with full of amenities that suitable your requirements. Wooden work completed, Master bedroom with wooden flooring, Semi furnished kitche.Near metro city centre."
"Commerical gala...With ghumasts"
"Good investment and good locations."
"Plots and house for sale in main sohna  road bhondsi. Plot are start in rupees 6 lacks only"
"100 sq.Yd plot for sale in nh 24 ghaziabad  very good locality etc"
"We provide assured return of 12% p.A till possion"
"Gaur greenvista phase i, Is one-Of-A-Kind residential project located in indirapuram, Ghaziabad, Built by gaurson group. The project comprises of skillfully planned and designed 2bhk apartments. The society is well-Equipped with all the modern day amenities to facilitate the need of its residents.
3bhk1225 - 1765 sq.Ftrs. 79.62l - Rs. 1.14cr
Ready to move resale 2bhk 3bhk flats call us 
Best deals and discounts offers
Amenities in gaur greenvista
Garden,Swimming poolplay areahealth facilities24hr backupmaintenance staffsecurityintercomrain water harvestinggymnasiumindoor gamescommunity hall"
"4 bhk individual villa for sale a very good and posh locality..."
"A rectangular plot measuring 10 yds by 30 yds located in a society which has been developed by ansals and is maintained by them .  It is a premium plot facing the north- East  and also faces a large well developed park . The area is fully developed and occupied . It is located 1/2 km from golf course extension road and 1 km from hong kong bazaar ."
"The under construction 2 bhk flat with 2 bathroom situated at the prime location. Near by schools,Colleges, Hospitals, Shopping places and hotels.It is a semi furnished house with both the bed rooms with wardrobes, Living room with wooden cabinets and modular kitchen.It has all the basic amenities."
"When it comes to homes no one builds it better, Stronger and spectacular than gaursons. With a proven track record of delivering what it promises, Gaursons is a real estate developer to reckon with in delhi ncr. Whatever it has touched has turned into gold. It has happened in indirapuram. And it holds true for each project of gaursons.
New project launch noida extensionnoida extension gaur smart homes2bhk flats gaur smart homes gaur smart homesnew upcomming project gaur smart homesnew flats noida extension
Price and size  : Booking open call us 
2bhk(A), 2bhk(B), 2bhk(C) sq.Ft.
855,N955,N1040,N1300 sq.Ft.
 (3450) per sq ft10th floor park facing 
Call us us for more informatin"
"3 bhk flat for rent ats indirapuram. 24 hour power backup ,Club,Gym,Park,Play ground,Walking track,Summing poll many more facility available. Atm,Mall,Market,Shopping complax,School,Hospital walking distance."
"Exclsive location opposite f1race and back side night safari.Excellent investment.Only 12 lacs paid as per demand.You need to pay only premium of rs 200/-Psf + payment made to builder.Total payment required is 14-15 lacs at present."
"Noida to greater noida exp 
Mist avenue mall
Amity university 
Avant tower
Yamuna exp"
"Ajnara india ltd has launched yet another project in ghaziabad. Ajnara integrity located in raj nagar extension, Nh-58,Ghaziabad, Uttar pradesh, India.
The way we define ajnara auspicious joyful notable affordable reputed astonishing live with beauty and gaiety at ajnara integrity, The budget homes located strategically on raj nagar extension, Nh-58, Ghaziabad, Which meets the expectations of people desirous of settling in delhi and ncr. Ghaziabad
Best deals and discounts offers
Ready to move resale 2bhk 3bhk flats call us 
2bhk    815 - 1265 sq.Ftrs. 22.77l - Rs. 40l
Amenities in ajnara integrity
Gardenswimming poolplay areahealth facilities24hr backupmaintenance staffsecurityintercomclub houserain water harvestingbroadband internetgymnasiumbasket ball courtcommunity hall"
"4 bhk + study
Super luxury construction"
"Plot in just 4500per square yard in ncr sohna gurgaon. Plot size 50-300 sqyd. Shops 6000per sq.Yd yard. Get position on just in 40,00 booking amount. Other facilitates like 24 hours running water, Lift, Reserved parking facility available. It is located close to market, Hospital, Bus stop, And mall"
"Urgent sale - 2bhk+ study, Amrapali silicon city, Sector-76, Noida 

2bhk+study is available in amrapali silicon city
Tower-U
Floor : 9th floor
Login 3200/-All inc
Loan-No loan.(Self property)
Transfer charges extra (200sqft)
Sale on urgent basis.

Amrapali silicon city is brand name projects of amrapali groups is located at noida sector- 76 offers 2bhk+study apartments with full of amenities that suitable your requirements. Wooden work completed, Master bedroom with wooden flooring, Semi furnished kitche.Near metro city centre."
"Ready to move apartment rent 1.10000 + maintenance"
"Plot in neemrana behror bhiwadi gurgaon sohna and other side please contact get best discount and best location choice and book your plot/flat 

Try all market than call and get best discount u can check price our and market than compare 

Don't wait call and book your dream house"
"Backed by more than 30 years of experience, A major real estate player, Vihaan developer has helped a lot of customers live their dream. The developer has developed roads, Rail underpass, Railway guards & drivers rest house, Hostel building, Flyover, School buildings, Etc. 
The companys clients list includes big names like indian railway, Cpwd, Pwd, Mtnl, Dda and many more. These names are sufficient to assure about the quality of developers work. 
The company has executed number of projects in haryana, Delhi, Rajasthan, Uttar pradesh, Gujarat, Madhya pradesh and maharashtra."
